cluster_id,cluster_diam
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,3
12,2
13,1
14,2
15,1
16,2
17,1
18,2
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,2
27,1
28,1
29,1
30,1
31,1
32,2
33,1
34,1
35,1
36,2
37,1
38,1
39,1
40,1
41,1
42,2
43,1
44,1
45,1
46,2
47,2
48,1
49,1
50,2
51,1
52,2
53,1
54,2
55,1
56,1
57,1
58,1
59,1
60,2
61,2
62,1
63,1
64,1
65,1
66,1
67,1
68,2
69,1
70,1
71,1
72,1
73,1
74,1
75,2
76,1
77,2
78,2
79,1
80,3
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,2
95,1
96,1
97,1
98,1
99,2
100,1
101,1
102,2
103,1
104,1
105,1
106,1
107,1
108,1
109,3
110,1
111,1
112,1
113,2
114,1
115,1
116,1
117,1
118,1
119,1
120,2
121,2
122,1
123,1
124,1
125,1
126,2
127,1
128,1
129,2
130,2
131,1
132,1
133,1
134,1
135,4
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,3
145,4
146,4
147,4
148,2
149,1
150,4
151,2
152,1
153,1
154,4
155,2
156,1
157,1
158,1
159,1
160,1
161,3
162,1
163,1
164,3
165,1
166,1
167,1
168,2
169,2
170,1
171,1
172,1
173,1
174,2
175,1
176,1
177,1
178,1
179,2
180,1
181,3
182,2
183,1
184,3
185,1
186,1
187,2
188,1
189,1
190,1
191,1
192,1
193,2
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,2
215,1
216,1
217,1
218,1
219,1
220,1
221,2
222,1
223,1
224,3
225,1
226,1
227,2
228,6
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,2
239,1
240,1
241,2
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,2
250,2
251,1
252,1
253,1
254,2
255,2
256,1
257,1
258,1
259,1
260,1
261,1
262,3
263,2
264,2
265,1
266,2
267,2
268,1
269,1
270,1
271,1
272,2
273,2
274,1
275,1
276,2
277,1
278,14
279,1
280,1
281,1
282,1
283,2
284,4
285,4
286,1
287,1
288,1
289,4
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,2
302,3
303,1
304,1
305,1
306,2
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,2
317,1
318,1
319,1
320,2
321,1
322,1
323,1
324,1
325,2
326,1
327,1
328,1
329,1
330,3
331,3
332,1
333,1
334,1
335,1
336,3
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,2
345,2
346,3
347,2
348,1
349,1
350,1
351,1
352,2
353,1
354,1
355,1
356,3
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,2
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,2
393,1
394,1
395,1
396,1
397,2
398,3
399,1
400,2
401,3
402,4
403,1
404,1
405,1
406,1
407,2
408,2
409,2
410,2
411,1
412,1
413,2
414,2
415,1
416,1
417,1
418,1
419,1
420,2
421,1
422,2
423,1
424,2
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,2
434,1
435,1
436,2
437,1
438,2
439,1
440,1
441,1
442,1
443,2
444,2
445,1
446,1
447,1
448,1
449,2
450,1
451,1
452,1
453,2
454,1
455,3
456,1
457,1
458,1
459,1
460,1
461,2
462,1
463,1
464,1
465,2
466,1
467,1
468,3
469,1
470,1
471,2
472,1
473,1
474,1
475,1
476,1
477,1
478,2
479,1
480,1
481,1
482,4
483,1
484,2
485,1
